mes_vnueva;Cod_Depto;Depto;Mpio_divipola;Mpio;ciiu2dig;Ofertas_empleo;Pestaña;ciiu2dig a texto
07;68;SANTANDER;68081;BARRANCABERMEJA;61;4;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado
07;68;SANTANDER;68081;BARRANCABERMEJA;62;3;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;68;SANTANDER;68081;BARRANCABERMEJA;64;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;66;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;68;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;70;6;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;71;46;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68081;BARRANCABERMEJA;72;2;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la metalurgia la construcción mecánica y afines
07;68;SANTANDER;68081;BARRANCABERMEJA;73;13;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;68;SANTANDER;68081;BARRANCABERMEJA;74;32;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68081;BARRANCABERMEJA;77;21;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;78;46;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;79;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;80;9;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;81;10;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;68;SANTANDER;68081;BARRANCABERMEJA;82;6;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68081;BARRANCABERMEJA;85;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;86;16;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68081;BARRANCABERMEJA;94;1;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;68;SANTANDER;68092;BETULIA;43;4;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68092;BETULIA;71;6;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68092;BETULIA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68101;BOLIVAR;41;2;Total_Mpio_Sect_2d_Jul;Oficinistas
07;68;SANTANDER;68101;BOLIVAR;42;2;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68101;BOLIVAR;49;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68101;BOLIVAR;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68101;BOLIVAR;94;1;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;68;SANTANDER;68121;CABRERA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68132;CALIFORNIA;8;2;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones y máquinas y ensambladores
07;68;SANTANDER;68132;CALIFORNIA;56;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68132;CALIFORNIA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68147;CAPITANEJO;64;5;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68147;CAPITANEJO;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68147;CAPITANEJO;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68152;CARCASI;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68160;CEPITA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68162;CERRITO;46;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68162;CERRITO;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68167;CHARALA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68169;CHARTA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68176;CHIMA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68179;CHIPATA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68190;CIMITARRA;9;4;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68190;CIMITARRA;25;1;Total_Mpio_Sect_2d_Jul;Profesionales de tecnología de la información y las comunicaciones
07;68;SANTANDER;68190;CIMITARRA;32;1;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio de la salud
07;68;SANTANDER;68190;CIMITARRA;33;1;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio en operaciones financieras y administrativas
07;68;SANTANDER;68190;CIMITARRA;42;8;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68190;CIMITARRA;43;9;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68190;CIMITARRA;46;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68190;CIMITARRA;49;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68190;CIMITARRA;58;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68190;CIMITARRA;70;19;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68190;CIMITARRA;71;4;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68190;CIMITARRA;78;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68190;CIMITARRA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68207;CONCEPCION;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68209;CONFINES;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68211;CONTRATACION;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68217;COROMORO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68229;CURITI;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68235;EL CARMEN DE CHUCURI;46;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68235;EL CARMEN DE CHUCURI;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68245;EL GUACAMAYO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68250;EL PEÑON;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68255;EL PLAYON;53;3;Total_Mpio_Sect_2d_Jul;Trabajadores de los cuidados personales
07;68;SANTANDER;68255;EL PLAYON;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68264;ENCINO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68266;ENCISO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68271;FLORIAN;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68271;FLORIAN;9;6;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68271;FLORIAN;42;1;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68271;FLORIAN;80;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68271;FLORIAN;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68276;FLORIDABLANCA;0;7;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68276;FLORIDABLANCA;10;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;15;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;18;6;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;29;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;35;4;Total_Mpio_Sect_2d_Jul;Técnicos de la tecnología de la información y las comunicaciones
07;68;SANTANDER;68276;FLORIDABLANCA;41;1;Total_Mpio_Sect_2d_Jul;Oficinistas
07;68;SANTANDER;68276;FLORIDABLANCA;42;2;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68276;FLORIDABLANCA;45;8;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;46;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;47;10;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;49;9;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;53;1;Total_Mpio_Sect_2d_Jul;Trabajadores de los cuidados personales
07;68;SANTANDER;68276;FLORIDABLANCA;56;8;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;64;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;70;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;71;1;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68276;FLORIDABLANCA;73;1;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;68;SANTANDER;68276;FLORIDABLANCA;74;8;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68276;FLORIDABLANCA;78;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;81;1;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;68;SANTANDER;68276;FLORIDABLANCA;82;3;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68276;FLORIDABLANCA;86;39;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;87;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;90;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68276;FLORIDABLANCA;93;1;Total_Mpio_Sect_2d_Jul;Peones de la minería la construcción la industria manufacturera y el transporte
07;68;SANTANDER;68296;GALAN;46;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68296;GALAN;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68298;GAMBITA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68307;GIRON;0;8;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68307;GIRON;1;2;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;68;SANTANDER;68307;GIRON;9;3;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68307;GIRON;10;38;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;11;1;Total_Mpio_Sect_2d_Jul;Directores ejecutivos personal directivo de la administración pública y miembros del poder ejecutivo y de los cuerpos legislativos
07;68;SANTANDER;68307;GIRON;16;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;19;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;25;1;Total_Mpio_Sect_2d_Jul;Profesionales de tecnología de la información y las comunicaciones
07;68;SANTANDER;68307;GIRON;27;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;28;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;32;5;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio de la salud
07;68;SANTANDER;68307;GIRON;33;1;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio en operaciones financieras y administrativas
07;68;SANTANDER;68307;GIRON;38;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;43;2;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68307;GIRON;45;8;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;46;19;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;47;5;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;49;9;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;52;1;Total_Mpio_Sect_2d_Jul;Vendedores
07;68;SANTANDER;68307;GIRON;55;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;56;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;61;1;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado
07;68;SANTANDER;68307;GIRON;70;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;71;3;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68307;GIRON;74;8;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68307;GIRON;77;36;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;78;10;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;80;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68307;GIRON;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68307;GIRON;94;1;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;68;SANTANDER;68307;GIRON;96;6;Total_Mpio_Sect_2d_Jul;Recolectores de desechos y otras ocupaciones elementales
07;68;SANTANDER;68318;GUACA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68320;GUADALUPE;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68322;GUAPOTA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68324;GUAVATA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68327;GUEPSA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68344;HATO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68368;JESUS MARIA;9;39;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68368;JESUS MARIA;80;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68368;JESUS MARIA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68370;JORDAN;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68377;LA BELLEZA;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68377;LA BELLEZA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68385;LANDAZURI;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68397;LA PAZ;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68406;LEBRIJA;0;2;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68406;LEBRIJA;2;2;Total_Mpio_Sect_2d_Jul;Profesionales científicos e intelectuales
07;68;SANTANDER;68406;LEBRIJA;9;6;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68406;LEBRIJA;10;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68406;LEBRIJA;42;8;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68406;LEBRIJA;43;9;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68406;LEBRIJA;45;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68406;LEBRIJA;78;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68406;LEBRIJA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68406;LEBRIJA;86;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68406;LEBRIJA;96;1;Total_Mpio_Sect_2d_Jul;Recolectores de desechos y otras ocupaciones elementales
07;68;SANTANDER;68418;LOS SANTOS;1;2;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;68;SANTANDER;68418;LOS SANTOS;10;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68418;LOS SANTOS;45;4;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68418;LOS SANTOS;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68425;MACARAVITA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68432;MALAGA;0;6;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68432;MALAGA;8;1;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones y máquinas y ensambladores
07;68;SANTANDER;68432;MALAGA;41;1;Total_Mpio_Sect_2d_Jul;Oficinistas
07;68;SANTANDER;68432;MALAGA;42;1;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68432;MALAGA;43;2;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68432;MALAGA;55;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68432;MALAGA;56;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68432;MALAGA;64;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68432;MALAGA;68;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68432;MALAGA;74;1;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68432;MALAGA;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68432;MALAGA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68432;MALAGA;86;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68444;MATANZA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68464;MOGOTES;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68468;MOLAGAVITA;77;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68468;MOLAGAVITA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68498;OCAMONTE;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68500;OIBA;49;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68500;OIBA;64;2;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68500;OIBA;71;4;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68500;OIBA;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68500;OIBA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68502;ONZAGA;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68522;PALMAR;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68524;PALMAS DEL SOCORRO;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68533;PARAMO;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68547;PIEDECUESTA;0;6;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68547;PIEDECUESTA;1;1;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;68;SANTANDER;68547;PIEDECUESTA;9;5;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68547;PIEDECUESTA;10;14;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;41;1;Total_Mpio_Sect_2d_Jul;Oficinistas
07;68;SANTANDER;68547;PIEDECUESTA;42;1;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68547;PIEDECUESTA;43;1;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68547;PIEDECUESTA;45;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;46;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;55;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;62;1;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;68;SANTANDER;68547;PIEDECUESTA;64;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;66;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;73;3;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;68;SANTANDER;68547;PIEDECUESTA;74;1;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68547;PIEDECUESTA;77;6;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;78;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68547;PIEDECUESTA;86;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68547;PIEDECUESTA;94;3;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;68;SANTANDER;68549;PINCHOTE;74;2;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68549;PINCHOTE;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68572;PUENTE NACIONAL;9;8;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68572;PUENTE NACIONAL;49;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68572;PUENTE NACIONAL;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68572;PUENTE NACIONAL;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68572;PUENTE NACIONAL;88;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68573;PUERTO PARRA;9;2;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68573;PUERTO PARRA;28;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;33;8;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio en operaciones financieras y administrativas
07;68;SANTANDER;68573;PUERTO PARRA;42;3;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68573;PUERTO PARRA;49;7;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;55;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;56;6;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;70;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68573;PUERTO PARRA;74;2;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68573;PUERTO PARRA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68573;PUERTO PARRA;85;5;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;0;11;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;68;SANTANDER;68575;PUERTO WILCHES;6;2;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados agropecuarios forestales y pesqueros
07;68;SANTANDER;68575;PUERTO WILCHES;9;37;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;68;SANTANDER;68575;PUERTO WILCHES;23;1;Total_Mpio_Sect_2d_Jul;Profesionales de la enseñanza
07;68;SANTANDER;68575;PUERTO WILCHES;25;5;Total_Mpio_Sect_2d_Jul;Profesionales de tecnología de la información y las comunicaciones
07;68;SANTANDER;68575;PUERTO WILCHES;33;2;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio en operaciones financieras y administrativas
07;68;SANTANDER;68575;PUERTO WILCHES;42;34;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;68;SANTANDER;68575;PUERTO WILCHES;43;6;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;68;SANTANDER;68575;PUERTO WILCHES;49;29;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;62;2;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;68;SANTANDER;68575;PUERTO WILCHES;64;1;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;71;2;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;68;SANTANDER;68575;PUERTO WILCHES;72;2;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la metalurgia la construcción mecánica y afines
07;68;SANTANDER;68575;PUERTO WILCHES;74;3;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;68;SANTANDER;68575;PUERTO WILCHES;77;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;78;7;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;80;3;Total_Mpio_Sect_2d_Jul;No existe
07;68;SANTANDER;68575;PUERTO WILCHES;81;13;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;68;SANTANDER;68575;PUERTO WILCHES;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;68;SANTANDER;68575;PUERTO WILCHES;94;1;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;68;SANTANDER;68615;RIONEGRO;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
