mes_vnueva;Cod_Depto;Depto;Mpio_divipola;Mpio;ciiu2dig;Ofertas_empleo;Pestaña;ciiu2dig a texto
07;0;;;;0;215;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;0;;;;9;12;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;0;;;;10;30;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;42;39;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;0;;;;43;32;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;0;;;;45;21;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;46;43;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;47;50;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;49;2;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;52;2;Total_Mpio_Sect_2d_Jul;Vendedores
07;0;;;;61;184;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado
07;0;;;;62;18;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;0;;;;63;25;Total_Mpio_Sect_2d_Jul;Trabajadores agropecuarios pescadores cazadores y recolectores de subsistencia
07;0;;;;64;21;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;65;7;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;66;5;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;70;29;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;72;2;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la metalurgia la construcción mecánica y afines
07;0;;;;73;1903;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;0;;;;74;2;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;0;;;;78;125;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;80;226;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;81;2;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;0;;;;82;56;Total_Mpio_Sect_2d_Jul;Ensambladores
07;0;;;;84;2;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;85;7;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;86;364;Total_Mpio_Sect_2d_Jul;No existe
07;0;;;;93;12;Total_Mpio_Sect_2d_Jul;Peones de la minería la construcción la industria manufacturera y el transporte
07;0;;;;94;4;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;0;;;;96;2;Total_Mpio_Sect_2d_Jul;Recolectores de desechos y otras ocupaciones elementales
07;0;;;;97;2;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;0;1315;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;1;238;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;2;44;Total_Mpio_Sect_2d_Jul;Profesionales científicos e intelectuales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;6;38;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados agropecuarios forestales y pesqueros
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;7;1;Total_Mpio_Sect_2d_Jul;Oficiales operarios y artesanos de artes mecánicas y de otros oficios
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;8;9;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones y máquinas y ensambladores
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;9;115;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;10;504;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;11;15;Total_Mpio_Sect_2d_Jul;Directores ejecutivos personal directivo de la administración pública y miembros del poder ejecutivo y de los cuerpos legislativos
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;13;37;Total_Mpio_Sect_2d_Jul;Directores y gerentes de producción y operaciones
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;14;254;Total_Mpio_Sect_2d_Jul;Gerentes de hoteles restaurantes comercios y otros servicios
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;15;42;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;16;9;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;17;23;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;18;55;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;19;10;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;20;235;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;21;159;Total_Mpio_Sect_2d_Jul;Profesionales de las ciencias y de la ingeniería
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;22;158;Total_Mpio_Sect_2d_Jul;Profesionales de la salud
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;23;99;Total_Mpio_Sect_2d_Jul;Profesionales de la enseñanza
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;24;47;Total_Mpio_Sect_2d_Jul;Especialistas en organización de la administración publica y de empresas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;25;86;Total_Mpio_Sect_2d_Jul;Profesionales de tecnología de la información y las comunicaciones
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;26;10;Total_Mpio_Sect_2d_Jul;Profesionales en derecho en ciencias sociales y culturales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;27;18;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;28;42;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;29;168;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;30;16;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;31;118;Total_Mpio_Sect_2d_Jul;Profesionales de las ciencias y la ingeniería de nivel medio
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;32;54;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio de la salud
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;33;153;Total_Mpio_Sect_2d_Jul;Profesionales de nivel medio en operaciones financieras y administrativas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;35;58;Total_Mpio_Sect_2d_Jul;Técnicos de la tecnología de la información y las comunicaciones
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;36;3;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;38;55;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;39;7;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;41;235;Total_Mpio_Sect_2d_Jul;Oficinistas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;42;348;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;43;402;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;45;337;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;46;1554;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;47;1086;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;49;916;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;50;3;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;51;60;Total_Mpio_Sect_2d_Jul;Trabajadores de los servicios personales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;52;422;Total_Mpio_Sect_2d_Jul;Vendedores
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;53;133;Total_Mpio_Sect_2d_Jul;Trabajadores de los cuidados personales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;55;168;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;56;270;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;58;216;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;59;6;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;60;26;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;61;978;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;62;1402;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;63;1034;Total_Mpio_Sect_2d_Jul;Trabajadores agropecuarios pescadores cazadores y recolectores de subsistencia
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;64;464;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;65;791;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;66;228;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;68;578;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;69;423;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;70;910;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;71;596;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;72;323;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la metalurgia la construcción mecánica y afines
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;73;2196;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;74;3389;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;75;18;Total_Mpio_Sect_2d_Jul;Operarios y oficiales de procesamiento de alimentos de la confección ebanistas otros artesanos y afines
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;77;142;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;78;1192;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;79;102;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;80;834;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;81;206;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;82;527;Total_Mpio_Sect_2d_Jul;Ensambladores
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;84;270;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;85;929;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;86;2602;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;87;377;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;88;73;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;90;12;Total_Mpio_Sect_2d_Jul;No existe
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;91;3;Total_Mpio_Sect_2d_Jul;Limpiadores y asistentes
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;92;126;Total_Mpio_Sect_2d_Jul;Peones agropecuarios pesqueros y forestales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;93;127;Total_Mpio_Sect_2d_Jul;Peones de la minería la construcción la industria manufacturera y el transporte
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;94;150;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;95;58;Total_Mpio_Sect_2d_Jul;Vendedores ambulantes de servicios y afines
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;96;225;Total_Mpio_Sect_2d_Jul;Recolectores de desechos y otras ocupaciones elementales
07;11;BOGOTA D. C.;11001;BOGOTA D.C.;97;954;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;0;61;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13001;CARTAGENA;1;1;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;13;BOLIVAR;13001;CARTAGENA;6;3;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados agropecuarios forestales y pesqueros
07;13;BOLIVAR;13001;CARTAGENA;9;14;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;13;BOLIVAR;13001;CARTAGENA;10;10;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;20;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;22;3;Total_Mpio_Sect_2d_Jul;Profesionales de la salud
07;13;BOLIVAR;13001;CARTAGENA;23;6;Total_Mpio_Sect_2d_Jul;Profesionales de la enseñanza
07;13;BOLIVAR;13001;CARTAGENA;25;1;Total_Mpio_Sect_2d_Jul;Profesionales de tecnología de la información y las comunicaciones
07;13;BOLIVAR;13001;CARTAGENA;35;3;Total_Mpio_Sect_2d_Jul;Técnicos de la tecnología de la información y las comunicaciones
07;13;BOLIVAR;13001;CARTAGENA;38;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;41;7;Total_Mpio_Sect_2d_Jul;Oficinistas
07;13;BOLIVAR;13001;CARTAGENA;42;66;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;13;BOLIVAR;13001;CARTAGENA;43;14;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;13;BOLIVAR;13001;CARTAGENA;45;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;46;48;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;47;28;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;49;6;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;51;1;Total_Mpio_Sect_2d_Jul;Trabajadores de los servicios personales
07;13;BOLIVAR;13001;CARTAGENA;52;42;Total_Mpio_Sect_2d_Jul;Vendedores
07;13;BOLIVAR;13001;CARTAGENA;55;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;56;8;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;58;8;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;61;8;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado
07;13;BOLIVAR;13001;CARTAGENA;62;7;Total_Mpio_Sect_2d_Jul;Trabajadores forestales calificados pescadores y cazadores
07;13;BOLIVAR;13001;CARTAGENA;64;10;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;65;4;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;66;6;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;68;11;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;69;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;70;37;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;71;8;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la construcción excluyendo electricistas
07;13;BOLIVAR;13001;CARTAGENA;72;3;Total_Mpio_Sect_2d_Jul;Oficiales y operarios de la metalurgia la construcción mecánica y afines
07;13;BOLIVAR;13001;CARTAGENA;73;32;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13001;CARTAGENA;74;100;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;13;BOLIVAR;13001;CARTAGENA;77;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;78;41;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;79;8;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;80;38;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;81;10;Total_Mpio_Sect_2d_Jul;Operadores de instalaciones fijas y máquinas
07;13;BOLIVAR;13001;CARTAGENA;82;2;Total_Mpio_Sect_2d_Jul;Ensambladores
07;13;BOLIVAR;13001;CARTAGENA;84;14;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;85;30;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;86;49;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;87;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;88;31;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13001;CARTAGENA;92;4;Total_Mpio_Sect_2d_Jul;Peones agropecuarios pesqueros y forestales
07;13;BOLIVAR;13001;CARTAGENA;94;10;Total_Mpio_Sect_2d_Jul;Ayudantes de preparación de alimentos
07;13;BOLIVAR;13001;CARTAGENA;95;1;Total_Mpio_Sect_2d_Jul;Vendedores ambulantes de servicios y afines
07;13;BOLIVAR;13001;CARTAGENA;96;8;Total_Mpio_Sect_2d_Jul;Recolectores de desechos y otras ocupaciones elementales
07;13;BOLIVAR;13052;ARJONA;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13140;CALAMAR;46;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13160;CANTAGALLO;9;1;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;13;BOLIVAR;13160;CANTAGALLO;42;2;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;13;BOLIVAR;13160;CANTAGALLO;43;2;Total_Mpio_Sect_2d_Jul;Empleados contables y encargados del registro de materiales
07;13;BOLIVAR;13160;CANTAGALLO;49;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;56;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;70;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;74;1;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;13;BOLIVAR;13160;CANTAGALLO;77;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13160;CANTAGALLO;88;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13188;CICUCO;6;1;Total_Mpio_Sect_2d_Jul;Agricultores y trabajadores calificados agropecuarios forestales y pesqueros
07;13;BOLIVAR;13188;CICUCO;49;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13212;CORDOBA;85;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13222;CLEMENCIA;52;3;Total_Mpio_Sect_2d_Jul;Vendedores
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;0;7;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;1;7;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;47;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;64;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;65;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;66;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;73;1;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;86;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;88;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13248;EL GUAMO;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13248;EL GUAMO;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13430;MAGANGUE;9;3;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;13;BOLIVAR;13430;MAGANGUE;42;3;Total_Mpio_Sect_2d_Jul;Empleados en trato directo con el público
07;13;BOLIVAR;13430;MAGANGUE;46;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;47;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;64;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;65;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;66;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;73;11;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13430;MAGANGUE;74;3;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;13;BOLIVAR;13430;MAGANGUE;78;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13430;MAGANGUE;82;0;Total_Mpio_Sect_2d_Jul;Ensambladores
07;13;BOLIVAR;13430;MAGANGUE;86;7;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13442;MARIA LA BAJA;47;10;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13442;MARIA LA BAJA;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13458;MONTECRISTO;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13458;MONTECRISTO;74;1;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;13;BOLIVAR;13468;MOMPOS;73;1;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13468;MOMPOS;74;5;Total_Mpio_Sect_2d_Jul;Trabajadores especializados en electricidad y la elecrotecnología
07;13;BOLIVAR;13468;MOMPOS;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13468;MOMPOS;86;5;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13468;MOMPOS;93;1;Total_Mpio_Sect_2d_Jul;Peones de la minería la construcción la industria manufacturera y el transporte
07;13;BOLIVAR;13473;MORALES;1;1;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;13;BOLIVAR;13549;PINILLOS;46;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13620;SAN CRISTOBAL;86;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13654;SAN JACINTO;47;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13655;SAN JACINTO DEL CAUCA;78;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;47;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13673;SANTA CATALINA;9;3;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;13;BOLIVAR;13683;SANTA ROSA;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13683;SANTA ROSA;86;3;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13688;SANTA ROSA DEL SUR;65;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13688;SANTA ROSA DEL SUR;73;3;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13688;SANTA ROSA DEL SUR;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13744;SIMITI;73;1;Total_Mpio_Sect_2d_Jul;Artesanos y operarios de las artes gráficas
07;13;BOLIVAR;13760;SOPLAVIENTO;88;1;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13780;TALAIGUA NUEVO;49;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13836;TURBACO;0;1;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;13;BOLIVAR;13836;TURBACO;46;7;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13836;TURBACO;47;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13836;TURBACO;68;2;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13836;TURBACO;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13836;TURBACO;82;1;Total_Mpio_Sect_2d_Jul;Ensambladores
07;13;BOLIVAR;13873;VILLANUEVA;78;0;Total_Mpio_Sect_2d_Jul;No existe
07;13;BOLIVAR;13873;VILLANUEVA;86;3;Total_Mpio_Sect_2d_Jul;No existe
07;15;BOYACA;15001;TUNJA;0;35;Total_Mpio_Sect_2d_Jul;Ocupaciones militares
07;15;BOYACA;15001;TUNJA;1;4;Total_Mpio_Sect_2d_Jul;Directores y gerentes
07;15;BOYACA;15001;TUNJA;9;28;Total_Mpio_Sect_2d_Jul;Ocupaciones elementales
07;15;BOYACA;15001;TUNJA;10;3;Total_Mpio_Sect_2d_Jul;No existe
07;15;BOYACA;15001;TUNJA;14;8;Total_Mpio_Sect_2d_Jul;Gerentes de hoteles restaurantes comercios y otros servicios
07;15;BOYACA;15001;TUNJA;20;6;Total_Mpio_Sect_2d_Jul;No existe
07;15;BOYACA;15001;TUNJA;22;1;Total_Mpio_Sect_2d_Jul;Profesionales de la salud
